TITLE = "vncfd python"
VARIABLES = "X", "Y"
ZONE T="1", I= 31, J= 51
0.000000 0.000000
0.000000 0.000254
0.000000 0.000593
0.000000 0.001043
0.000000 0.001639
0.000000 0.002424
0.000000 0.003449
0.000000 0.004777
0.000000 0.006475
0.000000 0.008613
0.000000 0.011253
0.000000 0.014434
0.000000 0.018158
0.000000 0.022371
0.000000 0.026958
0.000000 0.031750
0.000000 0.036542
0.000000 0.041129
0.000000 0.045342
0.000000 0.049066
0.000000 0.052247
0.000000 0.054887
0.000000 0.057025
0.000000 0.058723
0.000000 0.060051
0.000000 0.061076
0.000000 0.061861
0.000000 0.062457
0.000000 0.062907
0.000000 0.063246
0.000000 0.063500
0.005080 0.000000
0.005080 0.000254
0.005080 0.000593
0.005080 0.001043
0.005080 0.001638
0.005080 0.002422
0.005080 0.003447
0.005080 0.004772
0.005080 0.006468
0.005080 0.008601
0.005080 0.011235
0.005080 0.014409
0.005080 0.018122
0.005080 0.022323
0.005080 0.026898
0.005080 0.031675
0.005080 0.036452
0.005080 0.041026
0.005080 0.045227
0.005080 0.048941
0.005080 0.052114
0.005080 0.054748
0.005080 0.056882
0.005080 0.058577
0.005080 0.059903
0.005080 0.060928
0.005080 0.061711
0.005080 0.062307
0.005080 0.062757
0.005080 0.063096
0.005080 0.063350
0.010160 0.000000
0.010160 0.000254
0.010160 0.000592
0.010160 0.001042
0.010160 0.001636
0.010160 0.002418
0.010160 0.003438
0.010160 0.004758
0.010160 0.006445
0.010160 0.008566
0.010160 0.011182
0.010160 0.014332
0.010160 0.018017
0.010160 0.022182
0.010160 0.026716
0.010160 0.031451
0.010160 0.036185
0.010160 0.040719
0.010160 0.044885
0.010160 0.048569
0.010160 0.051719
0.010160 0.054335
0.010160 0.056457
0.010160 0.058143
0.010160 0.059463
0.010160 0.060484
0.010160 0.061265
0.010160 0.061860
0.010160 0.062309
0.010160 0.062648
0.010160 0.062902
0.015240 0.000000
0.015240 0.000254
0.015240 0.000592
0.015240 0.001040
0.015240 0.001633
0.015240 0.002410
0.015240 0.003425
0.015240 0.004735
0.015240 0.006407
0.015240 0.008507
0.015240 0.011095
0.015240 0.014206
0.015240 0.017842
0.015240 0.021949
0.015240 0.026417
0.015240 0.031081
0.015240 0.035745
0.015240 0.040213
0.015240 0.044320
0.015240 0.047956
0.015240 0.051067
0.015240 0.053655
0.015240 0.055755
0.015240 0.057427
0.015240 0.058737
0.015240 0.059752
0.015240 0.060530
0.015240 0.061122
0.015240 0.061570
0.015240 0.061908
0.015240 0.062162
0.020320 0.000000
0.020320 0.000254
0.020320 0.000591
0.020320 0.001038
0.020320 0.001628
0.020320 0.002400
0.020320 0.003406
0.020320 0.004703
0.020320 0.006355
0.020320 0.008426
0.020320 0.010974
0.020320 0.014032
0.020320 0.017601
0.020320 0.021628
0.020320 0.026005
0.020320 0.030572
0.020320 0.035139
0.020320 0.039516
0.020320 0.043543
0.020320 0.047112
0.020320 0.050170
0.020320 0.052718
0.020320 0.054789
0.020320 0.056441
0.020320 0.057738
0.020320 0.058743
0.020320 0.059516
0.020320 0.060105
0.020320 0.060552
0.020320 0.060890
0.020320 0.061144
0.025400 0.000000
0.025400 0.000254
0.025400 0.000591
0.025400 0.001036
0.025400 0.001621
0.025400 0.002387
0.025400 0.003382
0.025400 0.004662
0.025400 0.006288
0.025400 0.008323
0.025400 0.010820
0.025400 0.013812
0.025400 0.017296
0.025400 0.021222
0.025400 0.025485
0.025400 0.029931
0.025400 0.034376
0.025400 0.038639
0.025400 0.042566
0.025400 0.046050
0.025400 0.049042
0.025400 0.051539
0.025400 0.053574
0.025400 0.055200
0.025400 0.056480
0.025400 0.057475
0.025400 0.058241
0.025400 0.058826
0.025400 0.059271
0.025400 0.059608
0.025400 0.059862
0.030480 0.000000
0.030480 0.000254
0.030480 0.000590
0.030480 0.001032
0.030480 0.001613
0.030480 0.002371
0.030480 0.003353
0.030480 0.004612
0.030480 0.006208
0.030480 0.008199
0.030480 0.010635
0.030480 0.013548
0.030480 0.016932
0.030480 0.020739
0.030480 0.024867
0.030480 0.029168
0.030480 0.033470
0.030480 0.037598
0.030480 0.041405
0.030480 0.044789
0.030480 0.047702
0.030480 0.050138
0.030480 0.052129
0.030480 0.053725
0.030480 0.054984
0.030480 0.055966
0.030480 0.056724
0.030480 0.057304
0.030480 0.057747
0.030480 0.058083
0.030480 0.058337
0.035560 0.000000
0.035560 0.000254
0.035560 0.000589
0.035560 0.001029
0.035560 0.001604
0.035560 0.002353
0.035560 0.003319
0.035560 0.004554
0.035560 0.006114
0.035560 0.008055
0.035560 0.010422
0.035560 0.013243
0.035560 0.016514
0.035560 0.020184
0.035560 0.024158
0.035560 0.028296
0.035560 0.032435
0.035560 0.036409
0.035560 0.040079
0.035560 0.043349
0.035560 0.046171
0.035560 0.048538
0.035560 0.050478
0.035560 0.052039
0.035560 0.053274
0.035560 0.054240
0.035560 0.054989
0.035560 0.055564
0.035560 0.056004
0.035560 0.056339
0.035560 0.056593
0.040640 0.000000
0.040640 0.000254
0.040640 0.000588
0.040640 0.001024
0.040640 0.001594
0.040640 0.002331
0.040640 0.003280
0.040640 0.004489
0.040640 0.006009
0.040640 0.007893
0.040640 0.010183
0.040640 0.012903
0.040640 0.016046
0.040640 0.019566
0.040640 0.023371
0.040640 0.027329
0.040640 0.031287
0.040640 0.035092
0.040640 0.038611
0.040640 0.041755
0.040640 0.044475
0.040640 0.046765
0.040640 0.048649
0.040640 0.050169
0.040640 0.051377
0.040640 0.052326
0.040640 0.053064
0.040640 0.053633
0.040640 0.054070
0.040640 0.054403
0.040640 0.054657
0.045720 0.000000
0.045720 0.000254
0.045720 0.000586
0.045720 0.001020
0.045720 0.001582
0.045720 0.002308
0.045720 0.003237
0.045720 0.004416
0.045720 0.005892
0.045720 0.007714
0.045720 0.009920
0.045720 0.012530
0.045720 0.015536
0.045720 0.018894
0.045720 0.022516
0.045720 0.026281
0.045720 0.030045
0.045720 0.033667
0.045720 0.037025
0.045720 0.040031
0.045720 0.042641
0.045720 0.044847
0.045720 0.046669
0.045720 0.048145
0.045720 0.049324
0.045720 0.050253
0.045720 0.050979
0.045720 0.051541
0.045720 0.051975
0.045720 0.052307
0.045720 0.052561
0.050800 0.000000
0.050800 0.000254
0.050800 0.000585
0.050800 0.001014
0.050800 0.001569
0.050800 0.002282
0.050800 0.003190
0.050800 0.004336
0.050800 0.005766
0.050800 0.007521
0.050800 0.009637
0.050800 0.012130
0.050800 0.014991
0.050800 0.018177
0.050800 0.021607
0.050800 0.025168
0.050800 0.028730
0.050800 0.032160
0.050800 0.035346
0.050800 0.038207
0.050800 0.040700
0.050800 0.042816
0.050800 0.044571
0.050800 0.046000
0.050800 0.047147
0.050800 0.048055
0.050800 0.048768
0.050800 0.049322
0.050800 0.049752
0.050800 0.050083
0.050800 0.050337
0.055880 0.000000
0.055880 0.000254
0.055880 0.000583
0.055880 0.001008
0.055880 0.001555
0.055880 0.002253
0.055880 0.003139
0.055880 0.004251
0.055880 0.005630
0.055880 0.007315
0.055880 0.009337
0.055880 0.011708
0.055880 0.014418
0.055880 0.017427
0.055880 0.020658
0.055880 0.024010
0.055880 0.027361
0.055880 0.030593
0.055880 0.033601
0.055880 0.036312
0.055880 0.038683
0.055880 0.040704
0.055880 0.042389
0.055880 0.043769
0.055880 0.044881
0.055880 0.045766
0.055880 0.046465
0.055880 0.047011
0.055880 0.047436
0.055880 0.047766
0.055880 0.048020
0.060960 0.000000
0.060960 0.000254
0.060960 0.000581
0.060960 0.001002
0.060960 0.001540
0.060960 0.002223
0.060960 0.003085
0.060960 0.004161
0.060960 0.005488
0.060960 0.007100
0.060960 0.009024
0.060960 0.011270
0.060960 0.013826
0.060960 0.016654
0.060960 0.019684
0.060960 0.022823
0.060960 0.025962
0.060960 0.028992
0.060960 0.031820
0.060960 0.034377
0.060960 0.036623
0.060960 0.038546
0.060960 0.040158
0.060960 0.041485
0.060960 0.042561
0.060960 0.043423
0.060960 0.044106
0.060960 0.044644
0.060960 0.045065
0.060960 0.045392
0.060960 0.045646
0.066040 0.000000
0.066040 0.000254
0.066040 0.000580
0.066040 0.000996
0.066040 0.001524
0.066040 0.002192
0.066040 0.003028
0.066040 0.004067
0.066040 0.005340
0.066040 0.006878
0.066040 0.008702
0.066040 0.010821
0.066040 0.013223
0.066040 0.015871
0.066040 0.018700
0.066040 0.021627
0.066040 0.024554
0.066040 0.027383
0.066040 0.030031
0.066040 0.032432
0.066040 0.034552
0.066040 0.036376
0.066040 0.037914
0.066040 0.039187
0.066040 0.040225
0.066040 0.041062
0.066040 0.041730
0.066040 0.042258
0.066040 0.042674
0.066040 0.043000
0.066040 0.043254
0.071120 0.000000
0.071120 0.000254
0.071120 0.000578
0.071120 0.000989
0.071120 0.001507
0.071120 0.002159
0.071120 0.002970
